id;descricao;inicio;fim;tipo_calendario_id;dre_id_eol;ue_id_eol;status;criado_em;bimestre
595;Correção de Pendências  3º Bimestre;2016-12-09 00:00:00.000;2016-12-14 00:00:00.000;3;108400;019402;1;2016-12-09 20:42:20.637;3
596;Correção de Pendências 2º Bimestre;2016-12-09 00:00:00.000;2016-12-14 00:00:00.000;3;108400;019402;1;2016-12-09 20:43:56.330;2
597;Correção de Pendências do 1º Bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108400;019402;1;2016-06-30 17:07:56.667;1
598;Reabertura do Fechamento do 1° Bimestre;2016-12-18 00:00:00.000;2016-12-22 00:00:00.000;3;108200;092959;1;2016-12-19 08:02:20.100;1
599;Reabertura do Fechamento do 2° Bimestre;2016-12-18 00:00:00.000;2016-12-22 00:00:00.000;3;108200;092959;1;2016-12-19 08:03:15.007;2
600;Reabertura do Fechamento do 3° Bimestre;2016-12-18 00:00:00.000;2016-12-22 00:00:00.000;3;108200;092959;1;2016-12-19 11:14:06.383;3
601;Retificação do 2º Bimestre;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094307;1;2016-12-19 15:12:49.443;2
602;Retificação do 2º Bimestre 2;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094307;1;2016-12-19 15:13:15.867;2
603;Retificação do 3º  Bimestre;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094307;1;2016-12-19 21:53:50.290;3
604;Retificação do 3º  Bimestre 2;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094307;1;2016-12-19 21:54:30.463;3
605;"Retificação do 1º Bimestre ";2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108400;094307;1;2016-12-19 21:56:23.123;1
606;Retificação do Fechamento do 1º Bimestre;2016-06-23 00:00:00.000;2016-07-08 00:00:00.000;3;108400;094307;1;2016-06-23 14:19:54.133;1
607;Retificação do Fechamento Bimestral;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108400;094307;1;2016-09-20 14:19:19.000;2
608;correção pendencias 1º bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109100;019373;1;2016-06-15 15:31:03.663;1
609;fechamento de bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;019373;1;2016-11-16 07:46:12.900;1
610;fechamento bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;019373;1;2016-11-16 07:52:10.750;2
611;fechamento 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;019373;1;2016-11-16 07:53:28.570;3
612;CORREÇÃO DE PENDÊNCIAS 1 BIMESTRE DE 2016;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092681;1;2016-11-28 15:46:53.107;1
613;CORREÇÃO DE PENDÊNCIAS 2 BIMESTRE DE 2016;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092681;1;2016-11-28 15:50:01.617;2
614;CORREÇÃO DE PENDÊNCIAS 3 BIMESTRE DE 2016;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092681;1;2016-11-28 15:50:51.447;3
615;Conclusão de registros do 1° bimestre;2016-06-15 00:00:00.000;2016-07-08 00:00:00.000;3;108100;092681;1;2016-06-15 16:04:11.613;1
616;Fechamento do 2° bimestre;2016-09-28 00:00:00.000;2016-10-09 00:00:00.000;3;108100;092681;1;2016-09-28 20:08:16.650;2
617;CORREÇÃO DE PENDÊNCIAS 1 BIMESTRE DE 2016 - Período adicional;2016-12-06 00:00:00.000;2016-12-18 00:00:00.000;3;108100;092681;1;2016-12-06 22:16:17.480;1
618;CORREÇÃO DE PENDÊNCIAS 2 BIMESTRE DE 2016 - Período adicional;2016-12-06 00:00:00.000;2016-12-18 00:00:00.000;3;108100;092681;1;2016-12-06 22:17:11.180;2
619;CORREÇÃO DE PENDÊNCIAS 3 BIMESTRE DE 2016 - Período adicional;2016-12-06 00:00:00.000;2016-12-18 00:00:00.000;3;108100;092681;1;2016-12-06 22:18:03.397;3
620;Retificação do 1º Bimestre;2016-12-12 00:00:00.000;2016-12-16 00:00:00.000;3;109000;094463;1;2016-12-12 19:05:51.557;1
621;Retificação do 2º Bimestre;2016-12-12 00:00:00.000;2016-12-16 00:00:00.000;3;109000;094463;1;2016-12-12 19:07:38.543;2
622;Retificação 3º Bimestre;2016-12-14 00:00:00.000;2016-12-16 00:00:00.000;3;109000;094463;1;2016-12-14 15:58:38.827;3
623;Período de acertos do Fechamento do 1º Bimestre;2016-06-23 00:00:00.000;2016-07-08 00:00:00.000;3;109000;094463;1;2016-06-23 20:08:32.813;1
624;Retificação 1º bimestre;2016-12-05 00:00:00.000;2016-12-09 00:00:00.000;3;108200;019422;1;2016-12-09 08:43:30.447;1
625;Retificação 2º bimestre;2016-12-05 00:00:00.000;2016-12-09 00:00:00.000;3;108200;019422;1;2016-12-09 08:45:10.417;2
626;Retificação 3º bimestre;2016-12-05 00:00:00.000;2016-12-09 00:00:00.000;3;108200;019422;1;2016-12-09 08:45:52.967;3
627;Correção de Pendências 1º bim;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108700;019143;1;2016-06-15 10:25:23.467;1
628;Correções de Pendências 2º bim;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108700;019143;1;2016-09-23 11:26:57.633;2
629;"reabertura de fechamento ";2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;000892;1;2016-11-18 20:37:31.543;1
630;reabertura de fechamento 2;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;000892;1;2016-11-18 20:40:44.777;2
631;reabertura de fechamento 3º bimestre;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;109200;000892;1;2016-12-14 09:11:32.493;3
632;retificacoes do 1 bimestre;2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;093661;1;2016-12-02 14:28:37.427;1
633;retificacoes do 2 bimestre;2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;093661;1;2016-12-02 14:39:03.500;2
634;retificacoes do 3 bimestre;2016-12-01 00:00:00.000;2016-12-22 00:00:00.000;3;108900;093661;1;2016-12-02 14:42:35.967;3
635;Retificações do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108900;093661;1;2016-11-18 08:56:54.960;1
636;Retificações do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108900;093661;1;2016-11-18 09:02:16.343;2
637;Retificações do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108900;093661;1;2016-11-18 09:04:18.343;3
638;Fechamento do 1º bimestre de 2016 - retificações;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108900;093661;1;2016-06-13 15:35:11.553;1
639;FECHAMENTO DO 3º BIMESTRE;2016-11-29 00:00:00.000;2016-11-30 00:00:00.000;3;108700;008842;1;2016-11-30 17:33:49.103;3
640;fechamento do 1º bimestre pendencias;2016-12-19 00:00:00.000;2016-12-20 00:00:00.000;3;108700;008842;1;2016-12-19 11:31:03.557;1
641;Fechamento do 3º bimestre pendências;2016-12-19 00:00:00.000;2016-12-20 00:00:00.000;3;108700;008842;1;2016-12-19 11:33:28.140;3
642;fechamento do 2º bimestre de pendências;2016-12-19 00:00:00.000;2016-12-20 00:00:00.000;3;108700;008842;1;2016-12-19 11:32:49.793;2
643;fechamento do 1º bimestre pendencias I;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;008842;1;2016-12-21 14:02:09.363;1
644;fechamento do 2º bimestre de pendências II;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;008842;1;2016-12-21 14:02:58.647;2
645;fechamento do 2º bim. de pendências II;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;008842;1;2016-12-21 14:03:53.867;2
646;Fechamento do 3º bimestre pendências III;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;008842;1;2016-12-21 14:04:43.713;3
647;Pendências do 2ª Bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108300;019436;1;2016-09-26 08:08:37.480;2
648;Pendências do 1º Bimestre;2016-06-10 00:00:00.000;2016-07-08 00:00:00.000;3;108300;019436;1;2016-08-18 16:43:26.617;1
649;Correcões do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108300;019436;1;2016-11-16 16:22:51.373;1
650;Fechamento 2°bimestre pendencia;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;010171;1;2016-11-28 09:57:20.020;2
651;Fechamento 3°bimestre pendencia;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;010171;1;2016-11-28 10:04:37.087;3
652;Fechamento 1°bimestre pendencia;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;010171;1;2016-11-28 10:16:31.990;1
653;Pendências fechamento 1º bim;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;109000;010171;1;2016-12-14 15:12:07.423;1
654;Pendências fechamento 2º bim;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;109000;010171;1;2016-12-14 15:13:17.770;2
655;Pendências fechamento 3º bim;2016-12-13 00:00:00.000;2016-12-16 00:00:00.000;3;109000;010171;1;2016-12-14 15:14:06.740;3
656;"Nova Correção de Pendências - 1º BIM. ";2016-12-14 00:00:00.000;2016-12-19 00:00:00.000;3;108100;092703;1;2016-12-14 17:01:14.137;1
657;"Nova Correção de Pendências - 2º BIM. ";2016-12-14 00:00:00.000;2016-12-19 00:00:00.000;3;108100;092703;1;2016-12-14 17:02:55.000;2
658;Nova Correção de Pendências - 3º BIM;2016-12-14 00:00:00.000;2016-12-19 00:00:00.000;3;108100;092703;1;2016-12-14 17:04:13.507;3
659;Correção de Pendências 1º BIM.;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092703;1;2016-11-29 11:22:00.397;1
660;Correção de Pendências 2º BIM.;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092703;1;2016-11-29 11:23:18.980;2
661;Correção de Pendências 3º BIM.;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092703;1;2016-11-29 11:23:53.070;3
662;Correções de Pendências 2° Bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;108100;092703;1;2016-10-06 10:56:48.187;2
663;Correção de Pendências do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;015423;1;2016-11-23 17:17:51.673;1
664;Correção de Pendências do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;015423;1;2016-11-23 17:19:29.740;2
665;Correção de Pendências do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;015423;1;2016-11-23 17:20:50.230;3
666;" reabertura do fechamento do 1º bimestre";2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;019223;1;2016-11-18 13:45:43.397;1
667;Reabertura do fechamento do 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;019223;1;2016-11-18 13:49:55.547;2
668;Reabertura do Fechamento do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;019223;1;2016-11-18 13:50:30.860;3
669;Reabertura do Fechamento do 1º Bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;019223;1;2016-06-16 08:59:08.947;1
670;Reabertura de fechamento do 1º bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;095478;1;2016-06-17 13:11:36.350;1
671;Reabertura do fechamento do 2º bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109200;095478;1;2016-09-22 10:29:47.787;2
672;Reabertura do Fechamento do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;095478;1;2016-11-21 10:15:12.497;1
673;"Reabertura do Fechamento do 3º Bimestre ";2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;095478;1;2016-11-21 10:48:34.020;3
674;Reabertura do Fechamento do 2º Bimestre 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;095478;1;2016-11-21 10:47:03.223;2
675;Início do período de Retificações do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019463;1;2016-11-21 11:18:43.520;1
676;Início do período de Retificações do 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019463;1;2016-11-21 11:19:44.680;2
677;Início do período de Retificações do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;019463;1;2016-11-21 11:20:30.603;3
678;Correção de Pendências - 1º Bimestre;2016-06-17 00:00:00.000;2016-07-08 00:00:00.000;3;109000;019463;1;2016-06-17 12:40:52.943;1
679;RETIFICAÇÃO 1º BIMESTRE;2016-12-12 00:00:00.000;2016-12-14 00:00:00.000;3;109000;019463;1;2016-12-13 09:55:47.767;1
680;RETIFICAÇÃO 2º BIMESTRE;2016-12-12 00:00:00.000;2016-12-14 00:00:00.000;3;109000;019463;1;2016-12-13 09:56:42.487;2
681;RETIFICAÇÃO 3º BIMESTRE;2016-12-12 00:00:00.000;2016-12-14 00:00:00.000;3;109000;019463;1;2016-12-13 09:58:07.490;3
682;Acertos;2016-11-21 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094862;1;2016-11-24 12:05:31.547;1
683;correção;2016-11-21 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094862;1;2016-11-24 12:06:18.407;2
684;Final;2016-11-21 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094862;1;2016-11-24 12:07:08.113;3
685;fechando;2016-11-17 00:00:00.000;2016-11-22 00:00:00.000;3;108800;094862;1;2016-11-17 12:43:40.910;1
686;Ajustes;2016-11-17 00:00:00.000;2016-11-23 00:00:00.000;3;108800;094862;1;2016-11-17 12:44:20.773;2
687;Ajustando;2016-11-17 00:00:00.000;2016-11-24 00:00:00.000;3;108800;094862;1;2016-11-17 12:44:54.040;3
688;Abertura para correção de pendencias do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093866;1;2016-11-11 13:05:22.913;1
689;Abertura para correção de pendencias do 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093866;1;2016-11-11 13:06:20.197;2
690;Abertura para correção de pendencias do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093866;1;2016-11-11 13:07:02.807;3
691;Período de Retificação 1º Bimestre;2016-11-18 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093793;1;2016-11-18 15:56:02.443;1
692;Período de Retificação 2º Bimestre;2016-11-18 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093793;1;2016-11-18 15:56:36.063;2
693;Período de Retificação 3º Bimestre;2016-11-18 00:00:00.000;2016-11-30 00:00:00.000;3;109300;093793;1;2016-11-18 15:57:12.023;3
694;FECHAMENTO DO 3º BIMESTRE NOVO;2016-11-17 00:00:00.000;2016-11-29 00:00:00.000;3;108800;094757;1;2016-11-17 11:45:04.960;3
695;Fechamento 3º bimestre correções;2016-12-12 00:00:00.000;2016-12-14 00:00:00.000;3;108800;094757;1;2016-12-12 16:09:50.153;3
696;Retificação 3º Bimestre 2016;2016-12-07 00:00:00.000;2016-12-08 00:00:00.000;3;109100;095214;1;2016-12-07 15:31:16.623;3
697;PENDÊNCIAS 1º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;095214;1;2016-11-10 20:39:47.787;1
698;RETIFICAÇÃO 2º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;095214;1;2016-11-10 20:40:37.883;2
699;RETIFICAÇÃO 3º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;095214;1;2016-11-10 20:41:17.807;3
700;Correções e Pendências do 1º bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109100;095214;1;2016-06-17 22:07:17.677;1
701;Acertos do 1º bimestre;2016-11-21 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094811;1;2016-11-21 19:33:25.267;1
702;Acertos do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094811;1;2016-11-16 14:06:50.423;3
703;Acertos 2º Bimestre;2016-11-29 00:00:00.000;2016-11-30 00:00:00.000;3;108800;094811;1;2016-11-30 15:12:28.540;2
704;Fechamento do 2?bimestre de 2016;2016-12-06 00:00:00.000;2016-12-09 00:00:00.000;3;109200;095541;1;2016-12-06 19:53:08.993;2
705;Fechamento do 3?bimestre de 2016;2016-12-06 00:00:00.000;2016-12-09 00:00:00.000;3;109200;095541;1;2016-12-06 19:54:38.153;3
706;pendencias 1º bimestre;2016-06-14 00:00:00.000;2016-06-30 00:00:00.000;3;109200;095541;1;2016-06-14 12:08:42.097;1
707;Correção de pendências do 1º bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108600;095435;1;2016-06-27 15:32:10.957;1
708;Fechamento do 1º Bimestre  de 2016;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108600;095435;1;2016-06-16 21:44:13.903;1
709;Correção de pendências referente ao  2º bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109300;093891;1;2016-09-18 21:16:39.780;2
710;"Pendências 1º BIM - reorganização de calendário SME ";2016-07-05 00:00:00.000;2016-07-08 00:00:00.000;3;109100;093271;1;2016-07-05 19:03:39.210;1
711;retificação de pendencias 1º bimestre;2016-06-01 00:00:00.000;2016-06-03 00:00:00.000;3;109100;093271;1;2016-06-01 13:45:05.990;1
712;Retificação de Pendências 2°Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093271;1;2016-11-30 17:37:23.613;2
713;Retificação de Pendências 3°Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093271;1;2016-11-30 17:38:02.880;3
714;Retificação de Pendências 1°Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109100;093271;1;2016-11-30 17:29:15.983;1
715;Retificação 1º Bimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;108200;010421;1;2016-12-15 12:12:17.310;1
716;Retificação 2º Bimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;108200;010421;1;2016-12-15 12:13:13.890;2
717;Retificação 3º Bimestre;2016-12-15 00:00:00.000;2016-12-20 00:00:00.000;3;108200;010421;1;2016-12-15 12:14:02.877;3
718;FECHAMENTO 1º BIM PENDÊNCIA;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;095133;1;2016-12-21 11:37:33.097;1
719;FECHAMENTO 2º BIM PENDÊNCIA;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;095133;1;2016-12-21 11:38:47.537;2
720;FECHAMENTO 3º BIM PENDÊNCIA;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;108700;095133;1;2016-12-21 11:39:52.540;3
721;Retificação 3º bim;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108700;095133;1;2016-12-06 10:50:27.873;3
722;RETIFICAÇÃO DO 3º BIMESTRE;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108700;095133;1;2016-11-24 13:42:44.710;3
723;Fechamento do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;016519;1;2016-11-22 14:56:15.467;1
724;CORREÇÃO DE PENDENCIAS;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;016519;1;2016-06-24 10:47:24.260;1
725;Reabertura do fechamento do 2º bimestre;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;109200;016519;1;2016-12-22 08:37:09.527;2
726;Reabertura do fechamento do 3º bimestre;2016-12-21 00:00:00.000;2016-12-22 00:00:00.000;3;109200;016519;1;2016-12-22 08:38:08.170;3
727;PENDÊNCIAS 1º BIMESTRE 1;2016-12-09 00:00:00.000;2016-12-14 00:00:00.000;3;108400;094366;1;2016-12-09 19:14:52.580;1
728;PENDÊNCIAS 1º BIMESTRE 2;2016-12-09 00:00:00.000;2016-12-14 00:00:00.000;3;108400;094366;1;2016-12-09 19:15:14.377;1
729;PENDÊNCIAS 2º BIMESTRE 2;2016-12-09 00:00:00.000;2016-12-14 00:00:00.000;3;108400;094366;1;2016-12-09 19:16:02.207;2
730;FECHAMENTO 3º BIMESTRE 2;2016-12-09 00:00:00.000;2016-12-14 00:00:00.000;3;108400;094366;1;2016-12-09 19:16:49.160;3
731;Pendências 1º Bimestre;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;108400;094366;1;2016-06-14 08:19:38.967;1
732;reabertura do 1º bimestre para acertos;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109000;094447;1;2016-06-22 19:38:41.553;1
733;retificação do 1º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;094447;1;2016-11-16 08:05:14.057;1
734;retificação do 2º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;094447;1;2016-11-16 08:06:22.857;2
735;retificação do 3º bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;094447;1;2016-11-16 08:08:00.957;3
736;correção 2º bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094447;1;2016-12-08 12:30:46.713;2
737;correção 3º bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094447;1;2016-12-08 12:31:32.233;3
738;correção do 1º bimestre;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;109000;094447;1;2016-12-08 12:28:27.820;1
739;retificação 3 bimestre teste;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108400;094161;1;2016-12-08 09:52:16.960;3
740;retificação 2 bimestre teste;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108400;094161;1;2016-12-08 09:53:02.697;2
741;retificação 1 bimestre teste;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108400;094161;1;2016-12-08 10:38:43.557;1
742;retificação 1 bimestre teste 2;2016-12-09 00:00:00.000;2016-12-16 00:00:00.000;3;108400;094161;1;2016-12-09 12:32:14.033;1
743;retificação 2 bimestre teste 2;2016-12-09 00:00:00.000;2016-12-16 00:00:00.000;3;108400;094161;1;2016-12-09 12:33:10.693;2
744;retificação 3 bimestre teste 2;2016-12-09 00:00:00.000;2016-12-16 00:00:00.000;3;108400;094161;1;2016-12-09 12:34:37.587;3
745;"Correção pendências 1° Bimestre ";2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108400;094161;1;2016-11-28 17:39:28.023;1
746;Correção pendências 2° Bimestre;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108400;094161;1;2016-11-28 17:41:51.607;2
747;Correção pendências 3° bimestre.;2016-11-28 00:00:00.000;2016-11-30 00:00:00.000;3;108400;094161;1;2016-11-28 17:45:41.210;3
748;retificação do 3º bimestre 3;2016-12-19 00:00:00.000;2016-12-21 00:00:00.000;3;108400;094161;1;2016-12-19 10:27:56.953;3
749;Retificação 2 bimestre teste 3;2016-12-18 00:00:00.000;2016-12-21 00:00:00.000;3;108400;094161;1;2016-12-19 10:29:17.020;2
750;Retificação 1 bimestre teste 3;2016-12-19 00:00:00.000;2016-12-21 00:00:00.000;3;108400;094161;1;2016-12-19 10:30:41.367;1
751;Segunda retificação do 1º Bim;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108500;097055;1;2016-12-08 09:29:07.407;2
752;Segunda Retificação do 2º Bim;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108500;097055;1;2016-12-08 09:09:35.037;2
753;Segunda Retificação do 3º Bim;2016-12-08 00:00:00.000;2016-12-09 00:00:00.000;3;108500;097055;1;2016-12-08 09:10:07.287;3
754;Ultima Retificação do 1ºBim;2016-12-13 00:00:00.000;2016-12-15 00:00:00.000;3;108500;097055;1;2016-12-13 13:31:34.067;1
755;Última retificação do 2ºBim;2016-12-13 00:00:00.000;2016-12-15 00:00:00.000;3;108500;097055;1;2016-12-13 13:33:02.723;2
756;Ultima Retificação do 3ºBim;2016-12-13 00:00:00.000;2016-12-15 00:00:00.000;3;108500;097055;1;2016-12-13 13:33:43.757;3
757;"2º bimestre ";2016-12-12 00:00:00.000;2016-12-14 00:00:00.000;3;109000;015431;1;2016-12-12 12:25:41.647;2
758;"3º bimestre ";2016-12-12 00:00:00.000;2016-12-14 00:00:00.000;3;109000;015431;1;2016-12-12 12:26:51.620;3
759;"1º bimestre fechamento ";2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;015431;1;2016-11-16 15:23:12.363;1
760;2º bimestre fechamento;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;015431;1;2016-11-16 15:23:44.613;2
761;"3º bimestre fechamento ";2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109000;015431;1;2016-11-16 15:24:15.427;3
762;"fechamento 1º bimestre ";2016-06-14 00:00:00.000;2016-07-08 00:00:00.000;3;109000;015431;1;2016-06-14 14:24:27.203;1
763;Correção de Pendências do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092738;1;2016-11-19 10:27:28.693;1
764;Correção de Pendências do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092738;1;2016-11-19 10:28:13.273;2
765;Correção de Pendências do 3º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092738;1;2016-11-19 10:28:55.947;3
766;Correção de Pendências do 1º Bimestre final;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108100;092738;1;2016-12-21 07:26:49.097;1
767;Reabertura do Fechamento do 1º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;092622;1;2016-11-21 16:17:46.097;1
768;Reabertura do Fechamento do 2º Bimestre;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;092622;1;2016-11-21 16:19:31.210;2
769;Reabertura do Fechamento do 3º Bimestre.;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;109200;092622;1;2016-11-21 16:21:18.400;3
770;Correção de Pendências;2016-06-13 00:00:00.000;2016-07-08 00:00:00.000;3;109200;092622;1;2016-06-13 14:25:19.280;1
771;Correção de Pendências - 2º Bimestre;2016-09-16 00:00:00.000;2016-10-09 00:00:00.000;3;109200;092622;1;2016-09-22 09:23:53.180;2
772;inicio do fechamento 2;2016-09-22 00:00:00.000;2016-09-30 00:00:00.000;3;108800;094757;1;2016-09-22 13:37:02.780;2
773;Correção de pendencias 1º bimestre;2016-12-19 00:00:00.000;2016-12-22 00:00:00.000;3;108100;092711;1;2016-12-19 13:37:06.043;1
774;CORREÇÃO DE PENDENCIAS DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092711;1;2016-11-30 14:05:02.820;2
775;CORREÇÃO DE PENDÊNCIAS DOS BIMESTRES DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092711;1;2016-11-29 16:23:03.480;1
776;CORREÇÃO DE PENDENCIAS DOS BIMESTRES DE 2016;2016-11-16 00:00:00.000;2016-11-30 00:00:00.000;3;108100;092711;1;2016-11-28 17:28:08.483;3
