id;descricao;inicio;fim;tipo_calendario_id;dre_id_eol;ue_id_eol;status;criado_em;bimestre
1;Regularização do 2º bimestre;2016-01-27 00:00:00.000;2016-02-05 00:00:00.000;2;108200;019421;1;2016-01-27 16:51:42.880;2
2;Regularização do 3º bimestre;2016-01-27 00:00:00.000;2016-02-05 00:00:00.000;2;108200;019421;1;2016-01-27 16:54:32.617;3
3;Regularização do 4º bimestre;2016-01-27 00:00:00.000;2016-02-05 00:00:00.000;2;108200;019421;1;2016-01-27 16:56:54.057;4
4;1º BIMESTRE;2016-03-17 00:00:00.000;2016-03-22 00:00:00.000;2;108200;019421;1;2016-03-17 14:13:26.893;1
5;2º BIMESTRE;2016-03-17 00:00:00.000;2016-03-22 00:00:00.000;2;108200;019421;1;2016-03-17 14:16:06.303;2
6;3º BIMESTRE;2016-03-17 00:00:00.000;2016-03-22 00:00:00.000;2;108200;019421;1;2016-03-17 14:17:01.547;3
7;Retificação do fechamento Final;2016-01-06 00:00:00.000;2016-01-28 00:00:00.000;2;108400;099783;1;2016-01-06 17:01:02.170;4
8;RETIFICAÇÃO DO 4º BIMESTRE;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109100;093181;1;2016-03-02 13:48:51.767;4
9;reabertura;2016-07-14 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019283;1;2016-07-14 11:59:30.117;4
10;reabertura 1º bim;2016-07-14 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019283;1;2016-07-14 14:17:34.677;1
11;correção de pendências 1º bim;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;094617;1;2016-07-27 19:47:07.330;1
12;correção de pendências 3º bim;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;094617;1;2016-07-27 19:49:10.673;3
13;correção de pendências 4º bim;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;094617;1;2016-07-27 19:50:09.923;4
14;RETIFICAÇÃO 1º BIMESTRE 2015;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019254;1;2016-07-29 11:54:28.363;1
15;RETIFICAÇÃO 3º BIMESTRE 2015;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019254;1;2016-07-29 12:00:11.680;3
16;RETIFICAÇÃO 4º BIMESTRE 2015;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019254;1;2016-07-29 12:01:01.667;4
17;Retificação 3º bimestre 2015;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019276;1;2016-07-29 09:24:39.757;3
18;Abertura de fechamento do 4º bimestre;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019243;1;2016-07-20 12:04:21.693;4
19;Abertura do fechamento do 1º bimestre;2016-07-25 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019243;1;2016-07-25 11:11:05.087;1
20;Abertura de fechamento do 3º bimestre;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019243;1;2016-07-20 13:16:39.787;3
21;retificações 4º bimestre;2016-07-20 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095028;1;2016-07-20 12:41:11.027;4
22;Retificações do 4º bimestre;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095028;1;2016-07-15 07:59:01.973;4
23;Retificação 1º bimestre 2015;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095028;1;2016-07-15 09:45:46.550;1
24;retificações 3º bimestre;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095028;1;2016-07-15 10:11:13.180;3
25;Retificação 3º bimestre 2015;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095028;1;2016-07-15 11:36:18.203;3
26;retificações 4º bimestre 2015;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095028;1;2016-07-15 11:37:25.423;4
27;Retificação 4 b;2016-07-14 00:00:00.000;2016-07-29 00:00:00.000;2;108200;093092;1;2016-07-14 15:14:28.860;4
28;Retificação 3b;2016-07-14 00:00:00.000;2016-07-29 00:00:00.000;2;108200;093092;1;2016-07-14 15:35:56.157;3
29;Retificação 1b;2016-07-14 00:00:00.000;2016-07-29 00:00:00.000;2;108200;093092;1;2016-07-14 15:37:03.520;1
30;Fechamento do 1º bimestre retificação 2016;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019291;1;2016-07-26 14:39:46.180;1
31;Fechamento do 3º bimestre retificação 2016;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019291;1;2016-07-26 14:41:16.233;3
32;Fechamento do 4º bimestre retificação 2016;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019291;1;2016-07-26 14:41:50.780;4
33;Retificação do 1º Bimestre 2015;2016-11-08 00:00:00.000;2016-11-09 00:00:00.000;2;108300;019291;1;2016-11-08 12:09:49.070;1
34;Retificação do 2º Bimestre 2015;2016-11-08 00:00:00.000;2016-11-09 00:00:00.000;2;108300;019291;1;2016-11-08 12:10:55.590;2
35;Retificação do 3º Bimestre 2015;2016-11-08 00:00:00.000;2016-11-09 00:00:00.000;2;108300;019291;1;2016-11-08 12:11:23.373;3
36;Correções SGP;2016-04-13 00:00:00.000;2016-04-17 00:00:00.000;2;108800;094714;1;2016-04-13 15:30:15.763;3
37;FECHAMENTO 3º BIM - CORREÇÃO DE COMPENSAÇÕES;2016-04-14 00:00:00.000;2016-04-17 00:00:00.000;2;108800;094714;1;2016-04-14 15:06:02.043;3
38;FECHAMENTO 4º BIMESTRE - correções m 2016;2016-04-14 00:00:00.000;2016-04-17 00:00:00.000;2;108800;094714;1;2016-04-14 15:34:42.283;4
39;FECHAMENTO 4ºB (Extemporâneo);2016-10-26 00:00:00.000;2016-10-28 00:00:00.000;2;108800;094714;1;2016-10-28 12:19:52.363;4
40;CORREÇÕES 4º Bim. - Comp. de Ausências;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108800;094714;1;2016-07-29 15:17:07.197;4
41;Retificação do 4º Bimestre;2016-02-02 00:00:00.000;2016-02-05 00:00:00.000;2;109100;093157;1;2016-02-04 11:39:27.863;4
42;Fechamento do 1º bimestre;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095371;1;2016-07-26 17:32:37.057;1
43;Fechamento do 3º bimestre;2016-07-27 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095371;1;2016-07-27 11:58:47.793;3
44;Fechamento do 4º bimestre;2016-07-27 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095371;1;2016-07-27 12:01:38.577;4
45;Pendências;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108300;093351;1;2016-07-29 13:57:25.530;4
46;12345;2016-03-03 00:00:00.000;2016-03-03 00:00:00.000;2;108300;093351;1;2016-03-03 12:30:26.400;4
47;Reabertura de bimestre para  acerto de pendencias;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095494;1;2016-03-01 15:58:15.407;1
48;Reabertura de bimestre para  acerto de pendencias 3;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095494;1;2016-03-01 16:39:59.083;3
49;Reabertura de bimestre para  acerto de pendencias 2;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095494;1;2016-03-01 16:41:06.170;2
50;Reabertura de bimestre para  acerto de pendencias 4;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095494;1;2016-03-01 16:41:51.730;4
51;Fechamento do 4º Bimestre/2015;2016-07-19 00:00:00.000;2016-07-29 00:00:00.000;2;108600;094625;1;2016-07-19 09:21:55.050;4
52;Pendências SGP/2015;2016-07-13 00:00:00.000;2016-07-29 00:00:00.000;2;108600;094625;1;2016-07-13 15:37:12.187;1
53;Pendências 3 SGP/ 2015;2016-07-13 00:00:00.000;2016-07-29 00:00:00.000;2;108600;094625;1;2016-07-13 16:19:12.967;3
54;Reabertura  do Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019366;1;2016-03-08 10:22:08.037;4
55;Reabertura  do Bimestre 3º;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019366;1;2016-03-08 11:12:05.103;3
56;Reabertura  do Bimestre 2º;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019366;1;2016-03-08 11:12:43.013;2
57;Reabertura  do Bimestre 1º;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019366;1;2016-03-08 11:13:24.110;1
58;RETIFICAÇÃO DO 1º BIMESTRE 2015;2016-07-25 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019263;1;2016-07-25 15:19:41.670;1
59;RETIFICAÇÃO DO 3º BIMESTRE 2015;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019263;1;2016-07-26 08:12:31.420;3
60;RATIFICAÇÃO DO 4º BIMESTRE 2015;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108300;019263;1;2016-07-26 08:17:13.347;4
61;Fechamento 2 Bimestre;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108400;000299;1;2016-04-15 14:59:42.480;2
62;Fechamento 3 Bimestre;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108400;000299;1;2016-04-15 15:06:35.000;3
63;Fechamento 4 Bimestre;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108400;000299;1;2016-04-15 15:07:35.830;4
64;Fechamento do Bimestre de 2015;2016-07-26 00:00:00.000;2016-07-29 00:00:00.000;2;108700;093491;1;2016-07-26 15:58:08.667;1
65;Correções do 4 bimestre 2015;2016-07-15 00:00:00.000;2016-07-22 00:00:00.000;2;109200;019615;1;2016-07-18 10:17:30.880;4
66;Retificação do 4 bimestre;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109200;019615;1;2016-07-29 12:31:34.440;4
67;Retificação do 3 bimestre;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109200;019615;1;2016-07-29 08:11:39.057;3
68;Retificação de 2015;2016-07-14 00:00:00.000;2016-07-22 00:00:00.000;2;109200;019615;1;2016-07-14 11:34:18.527;3
69;Retificação 3 bimestre 2015;2016-07-11 00:00:00.000;2016-07-22 00:00:00.000;2;109200;019615;1;2016-07-14 11:40:19.387;3
70;Reabertura do 1º Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019615;1;2016-03-16 10:44:37.400;1
71;Reabertura do 4º Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019615;1;2016-03-16 10:49:41.417;4
72;Reabertura do 2º Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019615;1;2016-03-16 10:52:21.360;2
73;Reabertura do 3º Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019615;1;2016-03-16 10:53:09.223;3
74;Retificação 4º Bimestre;2016-07-25 00:00:00.000;2016-07-29 00:00:00.000;2;108300;093297;1;2016-07-25 10:09:00.737;4
75;pendencias do 4 bimestre de 2015;2016-07-20 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095389;1;2016-07-20 10:00:03.440;4
76;PENDENCIAS DO 1 BIMESTRE DE 2015;2016-07-20 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095389;1;2016-07-20 14:55:17.327;1
77;PENDENCIAS DO 3 BIMESTRE DE 2015;2016-07-20 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095389;1;2016-07-20 14:56:32.957;3
78;Reabertura 1º bimestre 2015;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019526;1;2016-07-15 16:40:58.967;1
79;Reabertura 3º bimestre 2015;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019526;1;2016-07-15 16:44:06.433;3
80;Reabertura 4º bimestre 2015;2016-07-15 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019526;1;2016-07-15 16:45:24.743;4
81;REABERTURA DO 1º BIMESTRE DE 2015;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;099325;1;2016-03-14 13:27:56.967;1
82;REABERTURA DO 2º BIMESTRE DE 2015;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;099325;1;2016-03-14 13:28:27.717;2
83;REABERTURA DO 3º BIMESTRE DE 2015;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;099325;1;2016-03-14 13:29:30.500;3
84;REABERTURA DO 4º BIMESTRE DE 2015;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;099325;1;2016-03-14 13:31:04.270;4
85;retificação 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108800;094781;1;2016-08-02 12:47:15.117;4
86;subtítulo compensação de ausência 2015;2016-10-25 00:00:00.000;2016-10-28 00:00:00.000;2;108500;009156;1;2016-10-25 16:11:43.430;4
87;Retificação Compensação de Ausência 4 Bimestre;2016-10-25 00:00:00.000;2016-10-28 00:00:00.000;2;108500;009156;1;2016-10-25 16:39:34.757;4
88;Pendências 1º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108700;093475;1;2016-07-11 11:58:12.637;1
89;Pendências 3º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108700;093475;1;2016-07-11 11:59:44.717;3
90;Pendências 4º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108700;093475;1;2016-07-11 12:00:44.657;4
91;Retificação de 2015 - 1º Bimestre;2016-03-01 00:00:00.000;2016-03-11 00:00:00.000;2;108700;093629;1;2016-03-01 15:11:32.893;1
92;Retificação de 2015 - 2º Bimestre;2016-03-01 00:00:00.000;2016-03-11 00:00:00.000;2;108700;093629;1;2016-03-01 15:12:06.070;2
93;Retificação de 2015 - 3º Bimestre;2016-03-01 00:00:00.000;2016-03-11 00:00:00.000;2;108700;093629;1;2016-03-01 15:49:24.420;3
94;Retificação de 2015 - 4º Bimestre;2016-03-01 00:00:00.000;2016-03-11 00:00:00.000;2;108700;093629;1;2016-03-01 15:50:10.133;4
95;FECHAMENTO DE BIMESTRE 1º  (2);2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095427;1;2016-07-19 09:44:33.073;1
96;FECHAMENTO DE BIMESTRE 3º (2);2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095427;1;2016-07-19 09:46:27.907;3
97;FECHAMENTO DE BIMESTRE;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095427;1;2016-07-13 13:30:50.223;4
98;Fechamento de Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095290;1;2016-07-08 14:49:31.360;1
99;Fechamento 3º bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095290;1;2016-07-08 14:51:58.677;3
100;Fechamento 4º bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095290;1;2016-07-08 14:52:31.633;4
101;Fechamento dependências 2015 1º bimestre;2016-11-08 00:00:00.000;2016-11-09 00:00:00.000;2;108300;019228;1;2016-11-09 12:46:35.987;1
102;Fechamento dependências do 2º bimestre 2015;2016-11-08 00:00:00.000;2016-11-09 00:00:00.000;2;108300;019228;1;2016-11-09 12:48:07.517;2
103;Fechamento dependências do 3º bimestre 2015;2016-11-08 00:00:00.000;2016-11-09 00:00:00.000;2;108300;019228;1;2016-11-09 12:49:09.063;3
104;"reabertura do 1 bimestre para solução de pendências ";2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095559;1;2016-03-01 23:40:49.897;1
105;"reabertura do 2 bimestre para solução de pendências ";2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095559;1;2016-03-01 23:41:45.980;2
106;"reabertura do 3 bimestre para solução de pendências ";2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095559;1;2016-03-01 23:42:21.510;3
107;"reabertura do 4 bimestre para solução de pendências ";2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;095559;1;2016-03-01 23:43:04.170;4
108;Fechamento do 4º bimestre para correções;2016-07-27 00:00:00.000;2016-07-29 00:00:00.000;2;109200;095559;1;2016-07-27 15:47:25.390;4
109;Reabertura do bim;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019460;1;2016-03-01 11:57:23.630;1
110;reab. bim;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019460;1;2016-03-01 11:57:58.397;2
111;reab. 3 bim;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019460;1;2016-03-01 11:58:30.663;3
112;reabertura 4 bim;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019460;1;2016-03-01 11:59:02.463;4
113;"CORREÇÃO DE PENDÊNCIAS ";2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;099792;1;2016-03-02 09:54:03.073;4
114;Pendências do  Período de fechamento do 1º Bimestre.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019425;1;2016-03-09 11:31:29.510;1
115;Pendências do  Período de fechamento do 2º Bimestre.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019425;1;2016-03-09 11:32:44.100;2
116;Pendências do  Período de fechamento do 3º Bimestre.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019425;1;2016-03-09 11:33:32.823;3
117;Pendências do  Período de fechamento do 4º Bimestre.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019425;1;2016-03-09 11:34:56.857;4
118;CORREÇÕES - 4º Bim - 2015;2016-07-27 00:00:00.000;2016-07-29 00:00:00.000;2;108800;094871;1;2016-07-27 16:29:04.187;4
119;Fechamento do 4º bimestre pendências;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109000;094595;1;2016-07-29 10:35:25.363;4
120;Retificações 1º bimestre - 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108900;093947;1;2016-07-29 15:26:48.547;1
121;Retificações 3º bimestre - 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108900;093947;1;2016-07-29 15:28:39.490;3
122;Retificações 4º bimestre - 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108900;093947;1;2016-07-29 15:29:12.807;4
123;3 bimestre;2016-01-04 00:00:00.000;2016-01-07 00:00:00.000;2;109200;019454;1;2015-12-24 00:02:08.637;3
124;Reabertura do bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019454;1;2016-03-02 10:47:37.523;4
125;Reabertura do  3º bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;019454;1;2016-03-02 10:50:02.870;3
126;Retificações de 2015;2016-07-13 00:00:00.000;2016-07-29 00:00:00.000;2;108900;094056;1;2016-07-13 15:51:18.937;4
127;Efetivação de notas  1º bimestre;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109000;019322;1;2016-07-18 12:08:28.143;1
128;Efetivação de notas do 1° bimestre;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109000;019322;1;2016-07-20 11:11:32.863;1
129;Fechamento do 4º bimestre de 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109000;019215;1;2016-07-15 13:03:01.370;4
130;Fechamento 1º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108700;015130;1;2016-07-26 11:44:12.360;1
131;Fechamento 3º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108700;015130;1;2016-07-26 11:46:15.517;3
132;Fechamento 4º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108700;015130;1;2016-07-26 11:47:10.270;4
133;REABERTURA DE RETIFICAÇÕES 2;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108600;095427;1;2016-04-11 14:06:21.083;2
134;REABERTURA DE RETIFICAÇÕES 3;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108600;095427;1;2016-04-11 14:07:28.053;3
135;REABERTURA DE RETIFICAÇÕES 4;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108600;095427;1;2016-04-11 14:08:36.417;4
136;4 Bim. Pendências de 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095338;1;2016-07-05 11:18:43.197;4
137;Correção de pendências 1 Bim. 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095338;1;2016-07-06 09:37:50.430;1
138;Correção de pendências 3 Bim. 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095338;1;2016-07-06 09:41:19.297;3
139;RETIFICAÇÃO 1º BI;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108500;019265;1;2016-07-25 13:12:38.050;1
140;RETIFICAÇÃO 3º BI;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108500;019265;1;2016-07-25 13:24:42.563;3
141;RETIFICAÇÃO 4º BI;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108500;019265;1;2016-07-25 13:36:55.327;4
142;Fechamento bimestre;2016-03-03 00:00:00.000;2016-03-22 00:00:00.000;2;109100;093220;1;2016-03-22 15:23:56.420;4
143;Reabertura do Fechamento do 4º Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;093611;1;2016-03-15 13:53:58.930;4
144;correções;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108800;094285;1;2016-07-29 11:03:03.710;4
145;Fechamento para retificações;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108800;094285;1;2016-07-29 11:20:44.370;4
146;finalizações;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108400;019395;1;2016-07-07 17:55:56.567;1
147;3 bi fim;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108400;019395;1;2016-07-07 17:58:10.010;3
148;4 bi fim;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108400;019395;1;2016-07-07 17:59:00.073;4
149;1º Bimestre Abertura;2016-11-09 00:00:00.000;2016-11-10 00:00:00.000;2;109100;093254;1;2016-11-09 14:41:46.180;1
150;2º Bimestre Abertura;2016-11-09 00:00:00.000;2016-11-10 00:00:00.000;2;109100;093254;1;2016-11-09 14:43:06.810;2
151;3º Bimestre Abertura;2016-11-09 00:00:00.000;2016-11-10 00:00:00.000;2;109100;093254;1;2016-11-09 14:44:17.970;3
152;Correções do fechamento do bimestre 2015;2016-07-25 00:00:00.000;2016-07-29 00:00:00.000;2;108600;011533;1;2016-07-25 16:50:59.450;4
153;PENDENCIAS DO 3 BIMESTRE;2016-07-29 00:00:00.000;2016-07-29 00:00:00.000;2;108600;011533;1;2016-07-29 12:48:08.473;3
154;Reabertura de Retificações do 2º bimestre;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108600;095435;1;2016-04-05 15:00:59.433;2
155;Reabertura de Retificações do 3º bimestre;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108600;095435;1;2016-04-05 15:02:57.937;3
156;Reabertura de Retificações do 4º bimestre;2016-04-04 00:00:00.000;2016-04-17 00:00:00.000;2;108600;095435;1;2016-04-05 15:04:02.093;4
157;1º FECHAMENTO;2016-03-10 00:00:00.000;2016-03-14 00:00:00.000;2;109200;095541;1;2016-03-10 12:13:55.367;1
158;Reabertura do 2º bimestre;2016-10-28 00:00:00.000;2016-10-28 00:00:00.000;2;108200;019383;1;2016-10-28 15:30:12.723;2
159;Reabertura do 4º bimestre;2016-10-28 00:00:00.000;2016-10-28 00:00:00.000;2;108200;019383;1;2016-10-28 15:31:11.287;4
160;Retificações 1bi 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019383;1;2016-07-11 14:33:33.687;1
161;Retificações 3bi 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019383;1;2016-07-11 14:34:37.533;3
162;Retificações 4bi 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108200;019383;1;2016-07-11 14:35:02.300;4
163;" 4º Bimestre de 2015";2016-04-13 00:00:00.000;2016-04-15 00:00:00.000;2;108400;094366;1;2016-04-13 06:42:47.080;4
164;Correções 2015: 1º a 4º e Final do 4º BIM;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109300;093891;1;2016-07-08 17:36:37.853;4
165;Correções e Pendências do 3º bimestre de 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095435;1;2016-07-19 10:56:06.340;3
166;Correções e Pendências do 4º bimestre de 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095435;1;2016-07-12 14:42:49.757;4
167;Correções e Pendências do 1º bimestre de 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108600;095435;1;2016-07-12 14:38:47.753;1
168;Acertos de Pendências;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;108800;094811;1;2016-07-12 14:42:33.713;3
169;fechamento do bimestre 9;2016-03-03 00:00:00.000;2016-03-10 00:00:00.000;2;108800;094757;1;2016-03-03 11:10:20.587;1
170;fechamento do bimestre 10;2016-03-03 00:00:00.000;2016-03-10 00:00:00.000;2;108800;094757;1;2016-03-03 11:11:08.900;2
171;fechamento de bimestre 11;2016-03-03 00:00:00.000;2016-03-10 00:00:00.000;2;108800;094757;1;2016-03-03 11:13:42.070;3
172;fechamento 12;2016-03-03 00:00:00.000;2016-03-10 00:00:00.000;2;108800;094757;1;2016-03-03 11:14:12.543;4
173;fechamento novo;2016-02-01 00:00:00.000;2016-02-02 00:00:00.000;2;108800;094757;1;2016-02-01 10:08:14.420;3
174;fechamento novo 2;2016-02-01 00:00:00.000;2016-02-02 00:00:00.000;2;108800;094757;1;2016-02-01 10:24:46.490;2
175;fechamento novo 4;2016-02-01 00:00:00.000;2016-02-02 00:00:00.000;2;108800;094757;1;2016-02-01 10:41:33.750;4
176;fechamentooooooooo 2015 1º bim.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;000892;1;2016-03-09 09:09:40.760;1
177;fechamentooooooooo 2015 2º bim.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;000892;1;2016-03-09 09:10:08.227;2
178;fechamentooooooooo 2015 3º bim.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;000892;1;2016-03-09 09:10:39.127;3
179;fechamentooooooooo 2015 4º bim.;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109200;000892;1;2016-03-09 09:11:08.640;4
180;Fechamento do 4ºBim;2016-09-08 00:00:00.000;2016-09-09 00:00:00.000;2;108800;000302;1;2016-09-08 14:30:12.370;4
181;Reabertura do fechamento 1º bimestre;2016-10-21 00:00:00.000;2016-10-28 00:00:00.000;2;108800;000302;1;2016-10-27 13:48:57.190;1
182;Reabertura do fechamento 2º bimestre;2016-10-21 00:00:00.000;2016-10-28 00:00:00.000;2;108800;000302;1;2016-10-27 13:49:35.740;2
183;Reabertura do fechamento 4º bimestre;2016-10-21 00:00:00.000;2016-10-28 00:00:00.000;2;108800;000302;1;2016-10-27 13:51:03.463;4
184;Retificação do 4º Bimestre;2016-03-01 00:00:00.000;2016-03-22 00:00:00.000;2;109100;010120;1;2016-03-01 18:48:02.320;4
185;Retificação 4º Bimestre 2015;2016-07-11 00:00:00.000;2016-07-29 00:00:00.000;2;109100;095214;1;2016-07-11 16:15:01.660;4
